,ticker,group_code,company_name,company_short_name
1025,PVE,UpcomIndex,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tư vấn Dầu khí
1026,PSW,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Phân bón hóa chất dầu khí Tây Nam Bộ
1027,PVG,HNXIndex,Công ty Cổ phần Kinh doanh LPG Việt Nam,Kinh doanh LPG Việt Nam
1028,PVI,HNXIndex,Công ty Cổ phần PVI,Bảo hiểm PVI
1029,RGC,UpcomIndex,Công ty Cổ phần Đầu tư PV-Inconess,Đầu tư PV-Inconess
1030,PRE,HNXIndex,Tổng Công ty Cổ phần Tái bảo hiểm PVI,Tái bảo hiểm PVI
1031,PVL,HNXIndex,Công ty Cổ phần Đầu tư Nhà Đất Việt,Đầu tư Nhà Đất Việt
1032,OIL,UpcomIndex,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,PV Oil
1033,PPY,HNXIndex,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Xăng dầu dầu khí Phú Yên
1034,POW,VNINDEX,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện lực Dầu khí Việt Nam
1035,PVR,UpcomIndex,Công ty Cổ phần Đầu tư PVR Hà Nội,Đầu tư PVR Hà Nội
1036,PVS,HNXIndex,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,DVKT Dầu khí PTSC
1037,PVY,UpcomIndex,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí,Chế tạo Giàn khoan Dầu khí
1038,PVT,VNINDEX,Tổng Công ty Cổ phần Vận tải Dầu khí,Vận tải Dầu khí PVTrans
1039,PVP,VNINDEX,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương,Vận tải Dầu khí Thái Bình Dương
1040,PVV,UpcomIndex,Công ty Cổ phần Vinaconex 39,Vinaconex 39
1041,PVX,UpcomIndex,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,Xây lắp Dầu khí Việt Nam
1042,PWA,UpcomIndex,Công ty Cổ phần Bất động sản dầu khí,Bất động sản dầu khí
1043,PX1,UpcomIndex,Công ty Cổ phần Xi măng Sông Lam 2,Xi măng Sông Lam 2
1044,PXA,UpcomIndex,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An,Đầu tư và Thương mại Dầu khí Nghệ An
1045,PXI,UpcomIndex,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,XL CN và dân dụng Dầu khí
1046,PXL,UpcomIndex,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,KCN Dầu khí Long Sơn
1047,PXM,UpcomIndex,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Xây lắp Dầu khí Miền Trung
1048,PXS,UpcomIndex,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Lắp máy Dầu khí
1049,PXT,UpcomIndex,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,Xây lắp Đường ống Dầu khí
1050,PWS,UpcomIndex,Công ty Cổ phần Cấp thoát nước Phú Yên,Cấp thoát nước Phú Yên
1051,BQB,UpcomIndex,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Bia Hà Nội - Quảng Bình
1052,QBS,VNINDEX,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,Xuất nhập khẩu Quảng Bình
1053,QCC,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông
1054,QCG,VNINDEX,Công ty Cổ phần Quốc Cường Gia Lai,Quốc Cường Gia Lai
1055,QHD,HNXIndex,Công ty Cổ phần Que hàn điện Việt Đức,Que hàn Việt Đức
1056,QHW,UpcomIndex,Công ty Cổ phần Nước khoáng Quảng Ninh,Nước khoáng Quảng Ninh
1057,QNC,UpcomIndex,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,Xi măng Quảng Ninh
1058,MQN,UpcomIndex,Công ty Cổ phần Môi trường đô thị Quảng Ngãi,Môi trường đô thị Quảng Ngãi
1059,QSP,UpcomIndex,Công ty Cổ phần Tân cảng Quy Nhơn,Tân cảng Quy Nhơn
1060,CQN,UpcomIndex,Công ty Cổ phần Cảng Quảng Ninh,Cảng Quảng Ninh
1061,PQN,UpcomIndex,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,DV Dầu khí Quảng Ngãi PTSC
1062,QNS,UpcomIndex,Công ty Cổ phần Đường Quảng Ngãi,Đường Quảng Ngãi
1063,QNT,UpcomIndex,Công ty Cổ phần Tư vấn và Đầu tư Phát triển Quảng Nam,Tư vấn và Đầu tư Phát triển Quảng Nam
1064,QTP,UpcomIndex,Công ty Cổ phần Nhiệt điện Quảng Ninh,Nhiệt điện Quảng Ninh
1065,QNU,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Quảng Nam,Môi trường Đô thị Quảng Nam
1066,QNW,UpcomIndex,Công ty Cổ phần Cấp thoát nước và xây dựng Quảng Ngãi,Cấp thoát nước và XD Quảng Ngãi
1067,QPH,UpcomIndex,Công ty Cổ phần Thủy điện Quế Phong,Thủy điện Quế Phong
1068,QST,HNXIndex,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,Sách Quảng Ninh
1069,QTC,HNXIndex,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,GTVT Quảng Nam
1070,NQN,UpcomIndex,Công ty Cổ phần Nước sạch Quảng Ninh,Nước sạch Quảng Ninh
1071,RAL,VNINDEX,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Bóng đèn Phích nước Rạng Đông
1072,RAT,UpcomIndex,Công ty Cổ phần Vận tải và Thương mại Đường sắt,VT và TM Đường sắt
1073,RCC,UpcomIndex,Công ty Cổ phần Tổng Công ty Công trình Đường sắt,Công trình Đường sắt
1074,RCD,UpcomIndex,Công ty Cổ phần Xây dựng - Địa ốc Cao su,XD - Địa ốc Cao su
1075,RCL,HNXIndex,Công ty Cổ phần Địa ốc Chợ Lớn,Địa Ốc Chợ Lớn
1076,RDP,VNINDEX,Công ty Cổ phần Rạng Đông Holding,Nhựa Rạng Đông
1077,REE,VNINDEX,Công ty Cổ phần Cơ điện Lạnh,Cơ Điện Lạnh REE
1078,TBR,UpcomIndex,Công ty Cổ phần Địa ốc Tân Bình,Địa ốc Tân Bình
1079,RIC,UpcomIndex,Công ty Cổ phần Quốc Tế Hoàng Gia,Quốc tế Hoàng Gia
1080,DS3,HNXIndex,Công ty Cổ phần Quản lý Đường sông số 3,Quản lý Đường sông số 3
1081,RBC,UpcomIndex,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Công Nghiệp và Xuất nhập khẩu Cao Su
1082,S12,UpcomIndex,Công ty Cổ phần Sông Đà 12,Sông Đà 12
1083,S27,UpcomIndex,Công ty Cổ phần Sông Đà 27,Sông Đà 27
1084,S55,HNXIndex,Công ty Cổ phần Sông Đà 505,Sông Đà 505
1085,S72,UpcomIndex,Công ty Cổ phần Sông Đà 7.02,Sông Đà 7.02
1086,S74,UpcomIndex,Công ty Cổ phần Sông Đà 7.04,Sông Đà 7.04
1087,S96,UpcomIndex,Công ty Cổ phần Sông Đà 9.06,Sông Đà 9.06
1088,S99,HNXIndex,Công ty Cổ phần SCI,Sông Đà 9.09 (SCI)
1089,BSH,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Hà Nội,Bia Sài Gòn - Hà Nội
1090,BSQ,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,Bia Sài Gòn - Quảng Ngãi
1091,SAF,HNXIndex,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,Thực Phẩm SAFOCO
1092,SGN,VNINDEX,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Phục vụ mặt đất Sài Gòn
1093,SAL,UpcomIndex,Công ty Cổ phần Trục vớt Cứu hộ Việt Nam,Trục vớt Cứu hộ Việt Nam
1094,SAM,VNINDEX,Công ty Cổ phần SAM Holdings,SAM Holdings
1095,SKV,UpcomIndex,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,NGK Yến sào Khánh Hòa
1096,SKH,UpcomIndex,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,NGK Sanest Khánh Hòa
1097,SAP,UpcomIndex,Công ty Cổ phần In Sách Giáo khoa TP.Hồ Chí Minh,In Sách TP.HCM
1098,APT,UpcomIndex,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,Thủy hải sản Sài Gòn
1099,CHS,UpcomIndex,Công ty Cổ phần Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Chiếu sáng TPHCM
1100,SAS,UpcomIndex,Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,DV Hàng không sân bay TSN
1101,BSL,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Sông Lam,Bia Sài Gòn - Sông Lam
1102,SAC,UpcomIndex,Công ty Cổ phần Xếp dỡ và Dịch vụ cảng Sài Gòn,Dịch vụ cảng Sài Gòn
1103,SAV,VNINDEX,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Savimex
1104,VNB,UpcomIndex,Công ty Cổ phần Sách Việt Nam,Sách Việt Nam
1105,SBA,VNINDEX,Công ty Cổ phần Sông Ba,Sông Ba JSC
1106,SAB,VNINDEX,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,SABECO
1107,SBD,UpcomIndex,Công ty Cổ phần Công nghệ Sao Bắc Đẩu,Công nghệ Sao Bắc Đẩu
1108,SBH,UpcomIndex,Công ty Cổ phần Thủy điện Sông Ba Hạ,Thủy điện Sông Ba Hạ
1109,SBL,UpcomIndex,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Bia Sài Gòn - Bạc Liêu
1110,SBM,UpcomIndex,Công ty Cổ phần Đầu tư phát triển Bắc Minh,Đầu tư PT Bắc Minh
1111,SBS,UpcomIndex,Công ty Cổ phần Chứng khoán SBS,Chứng khoán Sacombank
1112,SBT,VNINDEX,Công ty Cổ phần Thành Thành Công - Biên Hòa,Mía đường Thành Thành Công - Biên Hòa
1113,SC5,VNINDEX,Công ty Cổ phần Xây dựng số 5,Xây dựng Số 5
1114,SCC,UpcomIndex,Công ty Cổ phần Thương mại Đầu tư SHB,Thương mại Đầu tư SHB
1115,SCD,VNINDEX,Công ty Cổ phần Nước giải khát Chương Dương,Giải khát Chương Dương
1116,SCG,HNXIndex,Công ty Cổ phần Tập đoàn Xây dựng SCG,Xây dựng SCG
1117,SCI,HNXIndex,Công ty Cổ phần SCI E&C,SCI E&C
1118,SID,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,Đầu tư PT Sài Gòn Co.op
1119,SCJ,UpcomIndex,Công ty Cổ phần Xi măng Sài Sơn,Xi măng Sài Sơn
1120,SCL,UpcomIndex,Công ty Cổ phần Sông Đà Cao Cường,Sông Đà Cao Cường
1121,SCO,UpcomIndex,Công ty Cổ phần Công nghiệp Thủy sản,Công nghiệp Thủy Sản
1122,SCR,VNINDEX,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,Sacomreal
1123,SCS,VNINDEX,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,DV Hàng hóa Sài Gòn
1124,SCY,UpcomIndex,Công ty Cổ phần Đóng tàu Sông Cấm,Đóng tàu Sông Cấm
1125,SD1,UpcomIndex,Công ty Cổ phần Sông Đà 1,Sông Đà 1
1126,SD2,UpcomIndex,Công ty Cổ phần Sông Đà 2,Sông Đà 2
1127,SD3,UpcomIndex,Công ty Cổ phần Sông Đà 3,Sông Đà 3
1128,SD4,HNXIndex,Công ty Cổ phần Sông Đà 4,Sông Đà 4
1129,SD5,HNXIndex,Công ty Cổ phần Sông Đà 5,Sông Đà 5
1130,SD6,HNXIndex,Công ty Cổ phần Sông Đà 6,Sông Đà 6
1131,SD7,UpcomIndex,Công ty Cổ phần Sông Đà 7,Sông Đà 7
1132,SD8,UpcomIndex,Công ty Cổ phần Sông Đà 8,Sông Đà 8
1133,SD9,HNXIndex,Công ty Cổ phần Sông Đà 9,Sông Đà 9
1134,SDA,HNXIndex,Công ty Cổ phần SIMCO Sông Đà,XKLĐ Sông Đà
1135,SDB,UpcomIndex,Công ty Cổ phần Sông Đà 207,Sông Đà 207
1136,SDC,HNXIndex,Công ty Cổ phần Tư vấn Sông Đà,Tư vấn Sông Đà
1137,SDD,UpcomIndex,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà,Xây lắp Sông Đà
1138,SDG,HNXIndex,Công ty Cổ phần Sadico Cần Thơ,Sadico Cần Thơ
1139,SDJ,UpcomIndex,Công ty Cổ phần Sông Đà 25,Sông Đà 25
1140,SDK,UpcomIndex,Công ty Cổ phần Cơ khí Luyện Kim,Cơ khí Luyện Kim
1141,SDN,HNXIndex,Công ty Cổ phần Sơn Đồng Nai,Sơn Đồng Nai
1142,SDP,UpcomIndex,Công ty Cổ phần SDP,Công ty Cổ phần SDP
1143,XLV,UpcomIndex,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,XL và DV Sông Đà
1144,SDT,HNXIndex,Công ty Cổ phần Sông Đà 10,Sông Đà 10
1145,SDU,HNXIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Đô thị Sông Đà
1146,SDV,UpcomIndex,Công ty Cổ phần Dịch vụ Sonadezi,Dịch vụ Sonadezi
1147,SDX,UpcomIndex,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,PCCC và Đầu tư XD Sông Đà
1148,SDY,UpcomIndex,Công ty Cổ phần Xi măng Sông Đà Yaly,Xi măng Sông Đà Yaly
1149,SSB,VNINDEX,Ngân hàng Thương mại Cổ phần Đông Nam Á,SeABank
1150,SEA,UpcomIndex,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần,SEAPRODEX
1151,SPV,UpcomIndex,Công ty Cổ phần Thủy Đặc Sản,Thủy đặc sản
1152,SEB,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Điện Miền Trung,Điện miền Trung
1153,SED,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Phát triển GD Phương Nam
1154,SEP,UpcomIndex,Công ty Cổ phần Tổng Công ty Thương mại Quảng Trị,Thương mại Quảng Trị
1155,SFC,VNINDEX,Công ty Cổ phần Nhiên liệu Sài Gòn,Nhiên liệu Sài Gòn
1156,SFG,VNINDEX,Công ty Cổ phần Phân bón Miền Nam,Phân bón Miền Nam
1157,SFI,VNINDEX,Công ty Cổ phần Đại lý Vận tải SAFI,Vận tải SAFI
1158,SFN,HNXIndex,Công ty Cổ phần Dệt lưới Sài Gòn,Dệt lưới Sài Gòn
1159,SGB,UpcomIndex,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương,Sài Gòn Công thương
1160,BSG,UpcomIndex,Công ty Cổ phần Xe khách Sài Gòn,Xe khách Sài Gòn
1161,SGC,HNXIndex,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Bánh phồng tôm Sa Giang
1162,SGD,HNXIndex,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Sách GD TP.HCM
1163,SGH,HNXIndex,Công ty Cổ phần Khách sạn Sài Gòn,Khách sạn Sài Gòn
1164,SGO,UpcomIndex,Công ty Cổ phần Dầu thực vật Sài Gòn,Dầu thực vật Sài Gòn
1165,NSG,UpcomIndex,Công ty Cổ phần Nhựa Sài Gòn,Nhựa Sài Gòn
1166,SGR,VNINDEX,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Địa ốc Sài Gòn
1167,SRT,UpcomIndex,Công ty Cổ phần Vận tải Đường sắt Sài Gòn,Vận tải Đường sắt Sài Gòn
1168,SGS,UpcomIndex,Công ty Cổ phần Vận tải biển Sài Gòn,Vận tải biển Sài Gòn
1169,SGT,VNINDEX,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Sài Gòn Telecom
1170,SIP,UpcomIndex,Công ty Cổ phần Đầu tư Sài Gòn VRG,Đầu tư Sài Gòn VRG
1171,TPS,UpcomIndex,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Bến bãi vận tải Sài Gòn
1172,SHA,VNINDEX,Công ty Cổ phần Sơn Hà Sài Gòn,Sơn Hà Sài Gòn
1173,NSH,HNXIndex,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nhôm Sông Hồng
1174,SHB,VNINDEX,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,SHB
1175,SHC,UpcomIndex,Công ty Cổ phần Hàng hải Sài Gòn,Hàng hải Sài Gòn
1176,SHG,UpcomIndex,Tổng Công ty Cổ phần Sông Hồng,Tổng Công ty Sông Hồng
1177,MSH,VNINDEX,Công ty Cổ phần May Sông Hồng,May Sông Hồng
1178,SHI,VNINDEX,Công ty Cổ phần Quốc tế Sơn Hà,Quốc tế Sơn Hà
1179,SHN,HNXIndex,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Đầu tư Tổng hợp Hà Nội
1180,SHP,VNINDEX,Công ty Cổ phần Thủy điện Miền Nam,Thủy điện Miền Nam
1181,SHS,HNXIndex,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Chứng khoán SG - HN
1182,SHX,UpcomIndex,Công ty Cổ phần Sài Gòn Hỏa xa,Sài Gòn Hỏa xa
1183,SBV,VNINDEX,Công ty Cổ phần Siam Brothers Việt Nam,Siam Brothers Việt Nam
1184,SIC,HNXIndex,Công ty Cổ phần ANI,Công ty Cổ phần ANI
1185,SZC,VNINDEX,Công ty Cổ phần Sonadezi Châu Đức,Sonadezi Châu Đức
1186,SII,VNINDEX,Công ty Cổ phần Hạ tầng Nước Sài Gòn,Hạ tầng Nước Sài Gòn
1187,SIV,UpcomIndex,Công ty Cổ phần SIVICO,Sơn Sivico
1188,SJ1,HNXIndex,Công ty Cổ phần Nông nghiệp Hùng Hậu,Nông nghiệp Hùng Hậu
1189,SJC,UpcomIndex,Công ty Cổ phần Sông Đà 1.01,Sông Đà 1.01
1190,SJD,VNINDEX,Công ty Cổ phần Thủy điện Cần Đơn,Thủy điện Cần Đơn
1191,SJE,HNXIndex,Công ty Cổ phần Sông Đà 11,Sông Đà 11
1192,SJF,VNINDEX,Công ty Cổ phần Đầu tư Sao Thái Dương,Đầu tư Sao Thái Dương
1193,SJM,UpcomIndex,Công ty Cổ phần Sông Đà 19,Sông Đà 19
1194,SJS,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,SUDICO
1195,SKG,VNINDEX,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Tàu Cao tốc Superdong
1196,SKN,UpcomIndex,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,NGK Sanna Khánh Hòa
1197,SLS,HNXIndex,Công ty Cổ phần Mía đường Sơn La,Mía đường Sơn La
1198,SMA,VNINDEX,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Thiết bị Phụ tùng Sài Gòn
1199,SMB,VNINDEX,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Bia Sài Gòn - Miền Trung
1200,SMC,VNINDEX,Công ty Cổ phần Đầu tư Thương mại SMC,Đầu tư Thương mại SMC
1201,SMT,HNXIndex,Công ty Cổ phần SAMETEL,SAMETEL
1202,SNC,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Thủy sản Năm Căn,Thủy sản Năm Căn
1203,SMN,HNXIndex,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Sách và thiết bị GD miền Nam
1204,SIG,UpcomIndex,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,Đầu tư và Thương mại Sông Đà
1205,SNZ,UpcomIndex,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp,SONADEZI
1206,SZG,UpcomIndex,Công ty Cổ phần Sonadezi Giang Điền,Sonadezi Giang Điền
1207,SJG,UpcomIndex,Tổng Công ty Sông Đà,Tổng Công ty Sông Đà
1208,SHE,HNXIndex,Công ty Cổ phần Phát triển Năng Lượng Sơn Hà,PT Năng Lượng Sơn Hà
1209,SBR,UpcomIndex,Công ty Cổ phần Cao su Sông Bé,Cao su Sông Bé
1210,NSL,UpcomIndex,Công ty Cổ phần Cấp nước Sơn La,Cấp nước Sơn La
1211,SPB,UpcomIndex,Công ty Cổ phần Sợi Phú Bài,Sợi Phú Bài
1212,SPC,HNXIndex,Công ty Cổ phần Bảo vệ Thực vật Sài Gòn,BV Thực vật Sài Gòn
1213,SPD,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung,Thủy sản Miền Trung
1214,SPH,UpcomIndex,Công ty Cổ phần Xuất Nhập khẩu Thủy sản Hà Nội,XNK Thủy sản Hà Nội
1215,SP2,UpcomIndex,Công ty Cổ phần Thủy điện Sử Pán 2,Thủy điện Sử Pán 2
1216,SPI,HNXIndex,Công ty Cổ phần Spiral Galaxy,Đá Spilít
1217,SPM,VNINDEX,Công ty Cổ phần S.P.M,S.P.M CORP
1218,ISH,UpcomIndex,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO,Thủy điện Srok Phu Miêng
1219,SPP,UpcomIndex,Công ty Cổ phần Bao bì Nhựa Sài Gòn,Bao bì Nhựa SG
1220,SQC,UpcomIndex,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn,Khoáng sản SG-Quy Nhơn
1221,SRA,HNXIndex,Công ty Cổ phần SARA Việt Nam,SARA Việt Nam
1222,SRB,UpcomIndex,Công ty Cổ phần Tập đoàn Sara,SARA
1223,SRC,VNINDEX,Công ty Cổ phần Cao su Sao Vàng,Cao su Sao Vàng
1224,SRF,VNINDEX,Công ty Cổ phần Searefico,SEAREFICO
1225,TSG,UpcomIndex,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,TTTH Đường sắt Sài Gòn
1226,S4A,VNINDEX,Công ty Cổ phần Thủy điện Sê San 4A,Thủy điện Sê San 4A
1227,SSC,VNINDEX,Công ty Cổ phần Giống cây trồng Miền Nam,Giống cây trồng Miền Nam
1228,SSF,UpcomIndex,Công ty Cổ phần Giáo dục G Sài Gòn,Giáo dục G Sài Gòn
1229,SSG,UpcomIndex,Công ty Cổ phần Vận tải Biển Hải Âu,Vận tải Biển Hải Âu
1230,SSI,VNINDEX,Công ty Cổ phần Chứng khoán SSI,Chứng khoán SSI
1231,SSM,HNXIndex,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Kết cấu Thép VNECO
1232,SSN,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Thủy sản Sài Gòn,Thủy sản Sài Gòn
1233,ST8,VNINDEX,Công ty Cổ phần Siêu Thanh,Thiết bị Siêu Thanh
1234,STB,VNINDEX,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Sacombank
1235,STC,HNXIndex,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Sách và Thiết bị trường học Tp Hồ Chí Minh
1236,STG,VNINDEX,Công ty Cổ phần Kho Vận Miền Nam,Kho Vận Miền Nam
1237,STL,UpcomIndex,Công ty Cổ phần Sông Đà - Thăng Long,Sông Đà - Thăng Long
1238,STP,HNXIndex,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,CN Thương Mại Sông Đà
1239,STS,UpcomIndex,Công ty Cổ phần Dịch vụ vận tải Sài Gòn,Dịch vụ vận tải Sài Gòn
1240,STT,UpcomIndex,Công ty Cổ phần Vận chuyển Sài Gòn Tourist,Vận chuyển Sài Gòn Tourist
1241,STW,UpcomIndex,Công ty Cổ phần Cấp nước Sóc Trăng,Cấp nước Sóc Trăng
1242,SUM,UpcomIndex,Công ty Cổ phần Đo đạc và Khoáng sản,Đo đạc và Khoáng sản
1243,SVC,VNINDEX,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,SAVICO
1244,SVD,VNINDEX,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Đầu tư & Thương mại Vũ Đăng
1245,SVG,UpcomIndex,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Hơi kỹ nghệ Que hàn
1246,SVH,UpcomIndex,Công ty Cổ phần Thủy điện Sông Vàng,Thủy điện Sông Vàng
1247,SVI,VNINDEX,Công ty Cổ phần Bao bì Biên Hòa,Bao bì Biên Hòa
1248,SVN,HNXIndex,Công ty Cổ phần Tập đoàn Vexilla Việt Nam,Tập đoàn Vexilla Việt Nam
1249,SVT,VNINDEX,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Công nghệ SG Viễn Đông
1250,SWC,UpcomIndex,Tổng Công ty Cổ phần Đường Sông Miền Nam,Đường Sông Miền Nam
1251,SZE,UpcomIndex,Công ty Cổ phần Môi trường Sonadezi,Môi trường Sonadezi
1252,SZL,VNINDEX,Công ty Cổ phần Sonadezi Long Thành,Sonadezi Long Thành
1253,SZB,HNXIndex,Công ty Cổ phần Sonadezi Long Bình,Sonadezi Long Bình
1254,TA3,UpcomIndex,Công ty cổ phần Đầu tư và Xây lắp Thành An 386,ĐT và Xây lắp Thành An 386
1255,TA6,UpcomIndex,Công ty Cổ phần Đầu tư và Xây lắp Thành An 665,Đầu tư và Xây lắp Thành An 665
1256,TA9,HNXIndex,Công ty Cổ phần Xây lắp Thành An 96,Xây lắp Thành An 96
1257,TKA,UpcomIndex,Công ty Cổ phần Bao bì Tân Khánh An,Bao bì Tân Khánh An
1258,AST,VNINDEX,Công ty Cổ phần Dịch vụ Hàng không Taseco,Dịch vụ Hàng không Taseco
1259,TAW,UpcomIndex,Công ty Cổ phần Cấp nước Trung An,Cấp nước Trung An
1260,TB8,UpcomIndex,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,SX và KD Vật tư Thiết bị - VVMI
1261,TBC,VNINDEX,Công ty Cổ phần Thủy điện Thác Bà,Thủy điện Thác Bà
1262,TBD,UpcomIndex,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,Thiết bị điện Đông Anh
1263,TBH,UpcomIndex,Công ty Cổ phần Tổng Bách Hóa,Tổng Bách Hóa
1264,RTB,UpcomIndex,Công ty Cổ phần Cao su Tân Biên,Cao su Tân Biên
1265,TBT,UpcomIndex,Công ty Cổ phần Xây dựng Công trình Giao thông Bến Tre,XD Công trình GT Bến Tre
1266,TBX,HNXIndex,Công ty Cổ phần Xi măng Thái Bình,Xi măng Thái Bình
1267,TC6,HNXIndex,Công ty Cổ phần Than Cọc Sáu - Vinacomin,Than Cọc Sáu
1268,TCB,VNINDEX,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Techcombank
1269,TCL,VNINDEX,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics
1270,TCM,VNINDEX,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Dệt may Thành Công
1271,TCO,VNINDEX,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải,Vận tải Duyên Hải
1272,TCR,VNINDEX,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Gốm sứ TAICERA
1273,FUCVREIT,VNINDEX,Quỹ đầu tư Bất động sản Techcom Việt Nam,Quỹ đầu tư BĐS Techcom Việt Nam
1274,TCI,UpcomIndex,Công ty Cổ phần Chứng khoán Thành Công,Chứng khoán Thành Công
1275,TCT,VNINDEX,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Cáp treo Tây Ninh
1276,G36,UpcomIndex,Tổng Công ty 36 - Công ty Cổ phần,Tổng Công ty 36
