,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
123,UPCOM,Bê tông Biên Hòa,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1999,3,467.0,0.01,https://bienhoabcc.vn,3.4,0.013,0.064,-0.098,4.5,4.5,CT,BHC,,,,
124,UPCOM,Bia Hà Nội - Kim Bài,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2004,177,321.0,0.0,http://www.hkbeco.vn,3.3,0.013,0.064,0.247,4.0,4.0,CT,BHK,,,,
125,HOSE,HABECO,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2008,724,1001.0,0.176,http://www.habeco.com.vn,3.6,0.013,0.013,0.054,231.8,231.8,CT,BHN,,,,
126,UPCOM,Bia Hà Nội - Hải Phòng,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2013,239,363.0,0.0,http://www.biahaiphong.vn,3.5,-0.014,0.093,-0.002,9.2,9.2,CT,BHP,,,,
127,UPCOM,Đầu tư XD Bạch Đằng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,80,102.0,0.003,http://www.bachdangtmc.com,3.7,-0.099,0.084,0.678,4.6,4.6,CT,BHT,,,,
128,HOSE,Bảo hiểm BIDV,292.0,8536,Bảo hiểm,Insurance,1999,1170,1598.0,0.471,http://www.bic.vn,3.6,0.034,0.02,0.259,117.3,117.3,BH,BIC,,,,
129,HOSE,BIDV,289.0,8355,Ngân hàng,Banks,1993,25416,36773.0,0.172,http://www.bidv.com.vn,3.6,0.027,0.076,0.346,5058.5,5058.5,NH,BID,,,,
130,HOSE,Becamex IDC,336.0,8633,Bất động sản,Real Estate,2006,2398,3520.0,0.028,http://www.becamex.com.vn,3.2,0.011,0.058,0.377,1035.0,1035.0,CT,BCM,,,,
131,UPCOM,Lương Thực Bình Định,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2008,59,201.0,0.004,http://www.bidifood.vn,3.4,0.013,-0.068,0.822,4.0,4.0,CT,BLT,,,,
132,HOSE,Dược - TB Y tế Bình Định,238.0,4577,Y tế,Health Care,2010,1191,1841.0,0.088,http://www.bidiphar.com,3.7,-0.006,0.106,0.347,74.8,74.9,CT,DBD,,,,
133,UPCOM,Chè Biển Hồ,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2010,64,365.0,0.0,http://bienhotea.com.vn,3.3,0.013,0.064,0.302,8.9,8.9,CT,BHG,,,,
134,HNX,Đầu tư và Phát triển Công nghiệp Bảo Thư,336.0,8633,Bất động sản,Real Estate,2008,12,108.0,0.001,https://louisholdings.vn,3.7,0.013,-0.056,-0.538,57.7,57.7,CT,BII,,,,
135,UPCOM,Vắc xin và Sinh phẩm Nha Trang,238.0,4577,Y tế,Health Care,2011,59,547.0,0.001,https://biopharco2.com.vn/,3.2,-0.1,-0.177,-0.359,8.6,8.6,CT,BIO,,,,
136,HOSE,Nước - Môi trường Bình Dương,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,1061,3997.0,0.185,http://www.biwase.com.vn,3.8,-0.028,0.013,0.277,192.9,192.9,CT,BWE,,,,
137,HNX,Khoáng sản Bắc Kạn,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2000,468,109.0,0.002,http://www.backanco.com,3.1,0.013,-0.068,0.091,11.7,11.7,CT,BKC,,,,
138,HOSE,Đầu tư BKG Việt Nam,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2015,33,0.0,0.002,http://www.bkgvietnam.com,3.9,-0.018,0.006,-0.312,68.2,68.2,CT,BKG,,,,
139,HNX,Thủy sản Bạc Liêu,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006,1050,0.0,0.024,http://www.baclieu-vegetables.vn,3.7,0.013,0.064,-0.058,11.5,11.5,CT,BLF,,,,
140,UPCOM,Bảo hiểm Nhà Rồng,292.0,8536,Bảo hiểm,Insurance,2012,978,1275.0,0.008,http://www.baohiembaolong.vn,3.8,-0.032,-0.09,-0.046,60.0,60.0,BH,BLI,,,,
141,UPCOM,KCN Cao su Bình Long,336.0,8633,Bất động sản,Real Estate,2007,67,202.0,0.028,http://www.blip.vn,3.9,-0.109,-0.254,-0.065,24.0,12.0,CT,MH3,,,,
142,UPCOM,Công trình Đô thị Bảo Lộc,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,163,194.0,0.0,https://congtydothibaoloc.com/,3.8,0.013,0.135,0.128,1.6,1.6,CT,DTB,,,,
143,HOSE,Khoáng sản Bình Định,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2001,197,0.0,0.063,http://www.bimico.vn,4.1,-0.002,-0.013,-0.19,12.4,12.4,CT,BMC,,,,
144,UPCOM,Môi trường và DV Đô thị Bình Thuận,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,416,195.0,0.0,https://moitruongdothibinhthuan.vn,3.8,0.013,0.214,1.431,2.8,2.8,CT,BMD,,,,
145,UPCOM,VLXD và Chất đốt Đồng Nai,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004,131,103.0,0.0,https://chatdotdongnai.com/,3.9,0.013,0.039,0.383,4.2,4.2,CT,BMF,,,,
146,HOSE,Bảo hiểm Bảo Minh,292.0,8536,Bảo hiểm,Insurance,2004,1678,0.0,0.342,http://www.baominh.com.vn,3.6,-0.041,0.054,-0.013,109.6,109.6,BH,BMI,,,,
147,UPCOM,May Bình Minh,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1999,1678,332.0,0.192,http://www.bmig.com.vn/,3.5,0.013,-0.204,0.224,5.3,5.3,CT,BMG,,,,
148,UPCOM,Khoáng sản Miền Đông AHP,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2001,69,339.0,0.001,http://www.becamexbmj.com.vn,4.0,0.133,-0.038,0.488,105.0,105.0,CT,BMJ,,,,
149,UPCOM,Công ty 715,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,134,167.0,0.0,http://www.congty715.com.vn,3.8,0.051,-0.118,-0.452,2.8,2.8,CT,BMN,,,,
150,HOSE,Nhựa Bình Minh,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,1203,0.0,0.854,http://www.binhminhplastic.com,4.1,0.016,0.005,0.333,81.9,81.9,CT,BMP,,,,
151,UPCOM,Chứng khoán Bảo Minh,300.0,8777,Dịch vụ tài chính,Financial Services,2008,35,1061.0,0.0,http://www.bmsc.com.vn,3.8,0.033,-0.024,-0.422,61.0,61.0,CK,BMS,,,,
152,UPCOM,Môi trường và Công trình ĐT Bắc Ninh,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,675,0.0,0.0,http://www.moitruongdothibacninh.com.vn,3.7,0.013,0.064,0.315,5.8,5.8,CT,MBN,,,,
153,UPCOM,Nước sạch Bắc Ninh,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,299,317.0,0.0,https://nuocsachbacninh.vn,3.9,0.013,0.064,0.302,37.5,37.5,CT,BNW,,,,
154,UPCOM,BOT Cầu Thái Hà,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2014,18,0.0,0.001,http://www.botcauthaiha.com.vn,3.2,-0.054,-0.113,-0.455,59.2,59.2,CT,BOT,,,,
155,HNX,Bao bì Bỉm Sơn,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,208,0.0,0.031,http://www.baobibimson.vn,3.3,0.125,0.354,0.43,3.8,3.8,CT,BPC,,,,
156,HOSE,Cao su Bến Thành,150.0,1353,Hóa chất,Chemicals,1975,204,462.0,0.005,http://www.berubco.com.vn,4.2,0.008,0.093,-0.035,12.4,12.4,CT,BRC,,,,
157,UPCOM,Dịch vụ Đô thị Bà Rịa,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,382,172.0,0.0,http://www.dothibaria.com,3.7,0.098,0.339,0.111,4.5,4.5,CT,BRS,,,,
158,UPCOM,Du lịch tỉnh BR-VT,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,272,183.0,0.0,http://www.vungtautourist.com.vn,3.6,0.013,0.064,0.487,18.6,18.6,CT,VTG,,,,
159,HNX,Dịch vụ Bến Thành,253.0,5379,Bán lẻ,Retail,2003,13,112.0,0.048,http://www.btsc.com.vn,3.6,0.013,0.064,-0.151,3.2,3.2,CT,BSC,,,,
160,UPCOM,Bia Sài Gòn - Phú Thọ,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2015,115,228.0,0.0,http://www.saigonphutho.com.vn,3.7,-0.082,-0.236,-0.07,12.5,12.5,CT,BSP,,,,
161,HOSE,Chứng khoán BIDV,300.0,8777,Dịch vụ tài chính,Financial Services,2000,270,6148.0,0.374,http://www.bsc.com.vn,3.7,0.013,-0.09,-0.275,187.3,187.8,CK,BSI,,,,
162,UPCOM,Lọc - Hóa dầu Bình Sơn,144.0,533,Dầu khí,Oil & Gas,2008,1502,42624.0,0.006,http://www.bsr.com.vn,4.2,-0.046,0.027,-0.116,3100.5,244.1,CT,BSR,,,,
163,HNX,Sách và Thiết bị Bình Thuận,256.0,5557,Truyền thông,Media,2004,35,119.0,0.003,http://www.stbbt.com.vn,4.3,-0.023,-0.12,0.273,1.1,1.1,CT,BST,,,,
164,UPCOM,Bê tông 6,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,242,798.0,0.083,http://www.beton6.com,3.5,0.042,-0.159,-0.176,32.9,33.0,CT,BT6,,,,
165,UPCOM,Bao bì Tiền Giang,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,65,247.0,0.0,http://www.tigipack.com.vn,3.9,-0.011,0.027,0.613,1.2,1.2,CT,BTG,,,,
166,UPCOM,Biến thế và Vật liệu Điện Hà Nội,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,7,175.0,0.0,http://www.ctbt.vn,3.5,0.013,0.064,0.483,25.0,25.0,CT,BTH,,,,
167,UPCOM,Gạch Tuy Nen Bình Định,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2001,104,986.0,0.0,http://www.tuynenbinhdinh.com.vn,3.1,0.04,0.014,-0.131,4.4,4.5,CT,BTN,,,,
168,HOSE,Nhiệt điện Bà Rịa,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2007,261,1048.0,0.097,http://www.btp.com.vn,3.8,-0.006,-0.011,0.094,60.5,60.5,CT,BTP,,,,
169,HNX,Xi măng Bút Sơn,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,1228,0.0,0.001,http://www.vicembutson.com.vn,3.5,-0.063,-0.154,-0.191,123.6,123.6,CT,BTS,,,,
170,HOSE,TM - DV Bến Thành,250.0,5373,Bán lẻ,Retail,2004,175,473.0,0.049,http://www.benthanhtsc.com,3.5,0.013,0.096,-0.002,13.5,13.5,CT,BTT,,,,
171,UPCOM,Bê tông ly tâm Thủ Đức,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004,296,132.0,0.005,http://www.betongthuduc.com,3.9,0.013,0.041,0.097,6.4,6.4,CT,BTD,,,,
172,UPCOM,DV Du lịch Bến Thành,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2005,250,188.0,0.0,https://benthanhtourist.com,3.5,-0.205,-0.154,-0.137,25.0,25.0,CT,BTV,,,,
173,UPCOM,Công trình Đô thị Bến Tre,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,184,182.0,0.0,http://www.congtrinhdothibentre.vn,4.0,0.013,0.054,0.071,3.6,3.6,CT,BTU,,,,
174,HNX,Cấp nước Bến Thành,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1991,234,309.0,0.215,http://capnuocbenthanh.com/,4.2,0.113,0.167,0.184,9.4,9.4,CT,BTW,,,,
175,UPCOM,Xe buýt Liên Ninh,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2015,468,375.0,0.001,https://lienninh.com.vn,3.3,0.013,-0.217,0.203,5.0,5.0,CT,BLN,,,,
176,UPCOM,Group Bắc Việt,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2000,164,122.0,0.0,http://www.bacvietgroup.com,3.8,-0.032,0.018,-0.429,9.8,9.8,CT,BVG,,,,
177,HOSE,Tập đoàn Bảo Việt,294.0,8575,Bảo hiểm,Insurance,2007,0,8682.0,0.273,https://www.baoviet.com.vn,3.8,0.002,0.045,0.194,742.3,742.3,BH,BVH,,,,
178,UPCOM,Bông Việt Nam,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1978,24,172.0,0.001,https://bongvietnam.com.vn/,3.2,0.083,0.134,0.559,5.0,5.0,CT,BVN,,,,
179,HOSE,Bệnh viện Quốc tế Thái Nguyên,234.0,4533,Y tế,Health Care,2012,748,3731.0,0.424,http://www.benhvienquoctethainguyen.com,3.7,-0.006,0.013,0.067,51.9,51.9,CT,TNH,,,,
180,HNX,Chứng khoán Bảo Việt,300.0,8777,Dịch vụ tài chính,Financial Services,1999,673,4227.0,0.077,http://www.bvsc.com.vn,3.8,0.036,-0.074,-0.207,72.2,72.2,CK,BVS,,,,
181,UPCOM,Cấp thoát nước và Xây dựng Bảo Lộc,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2008,85,0.0,0.0,http://www.capnuocbaoloc.com,3.5,0.013,0.064,0.161,2.7,2.7,CT,BWA,,,,
182,UPCOM,Cấp Nước Bà Rịa Vũng Tàu,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2007,424,739.0,0.008,http://www.bwaco.com.vn,3.9,-0.011,0.074,0.141,90.0,90.0,CT,BWS,,,,
183,HNX,Bao bì Xi măng HP,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,224,267.0,0.0,http://www.hcpc.vn,3.5,0.03,0.175,0.048,3.0,3.0,CT,BXH,,,,
184,UPCOM,Bến xe Hà Nội,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,390,437.0,0.001,https://benxehanoi.vn/,3.5,0.013,-0.11,0.21,9.5,9.5,CT,HNB,,,,
185,HNX,Xây dựng1369,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,224,3639.0,0.0,https://cpxd1369.com.vn,3.8,-0.05,0.015,-0.332,60.0,60.0,CT,C69,,,,
186,UPCOM,Thế kỷ 21,336.0,8633,Bất động sản,Real Estate,1997,123,619.0,0.004,http://www.c21.com.vn,3.4,0.013,0.119,0.058,18.1,19.3,CT,C21,,,,
187,UPCOM,Công ty 22,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2007,313,395.0,0.0,http://www.congty22.net.vn,3.6,0.013,0.07,0.219,3.6,3.6,CT,C22,,,,
188,HOSE,CIC39,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,1993,228,3378.0,0.045,http://www.cic39.vn,3.7,0.002,0.03,-0.072,15.0,15.0,CT,C32,,,,
189,HOSE,Xây dựng 47,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,655,1702.0,0.001,http://www.xaydung47.vn,3.4,-0.052,-0.042,-0.35,27.5,27.5,CT,C47,,,,
190,UPCOM,Xây dựng 471,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,357,328.0,0.0,http://www.congty471.com.vn,3.5,,,,7.0,7.0,CT,C71,,,,
191,UPCOM,Trường Sơn 532,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2013,142,207.0,0.0,http://truongson532.com.vn,3.3,0.013,-0.022,-0.186,3.9,3.9,CT,TS3,,,,
192,UPCOM,Xây dựng và Đầu tư 492,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,180,723.0,0.037,http://www.c92.com.vn,3.2,-0.024,-0.008,-0.403,5.3,5.3,CT,C92,,,,
193,UPCOM,Thủy sản Cadovimex,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2005,326,1845.0,0.082,http://www.cadovimex.com,3.5,-0.112,-0.236,-0.448,20.8,8.8,CT,CAD,,,,
194,UPCOM,Cà phê Phước An,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,1996,24,155.0,0.0,http://phuocancoffee.com.vn,3.1,0.013,0.064,0.422,23.6,23.6,CT,CPA,,,,
195,UPCOM,Cà phê Thắng Lợi,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2007,52,0.0,0.0,http://www.thangloicoffee.com.vn,3.5,1.013,0.924,0.682,12.7,8.1,CT,CFV,,,,
196,HNX,Đồ hộp Hạ Long,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,1998,1024,626.0,0.197,http://www.canfoco.com.vn,3.6,0.006,-0.032,0.043,5.0,5.0,CT,CAN,,,,
197,UPCOM,Cảng Cần Thơ,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,169,111.0,0.0,http://www.canthoport.com.vn/,3.6,0.157,0.198,0.11,28.5,28.5,CT,CCT,,,,
198,HNX,Lâm nông sản Yên Bái,156.0,1737,Tài nguyên Cơ bản,Basic Resources,2004,677,285.0,0.016,http://www.yfatuf.com.vn,4.3,0.005,0.104,0.595,7.9,7.9,CT,CAP,,,,
199,UPCOM,XNK Thuỷ sản Cần Thơ,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2006,704,400.0,0.007,http://www.caseamex.com.vn,3.7,0.013,-0.044,0.584,13.7,15.1,CT,CCA,,,,
200,UPCOM,Công trình Cầu phà TP HCM,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,271,278.0,0.0,http://www.caupha.com,3.2,0.013,0.033,1.691,9.1,9.1,CT,HFB,,,,
201,HOSE,Dây cáp điện Việt Nam,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,1170,1369.0,0.002,http://www.cadivi-vn.com,3.9,-0.016,0.036,0.318,57.5,57.6,CT,CAV,,,,
202,UPCOM,Cấp nước Cà Mau,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1992,244,138.0,0.0,http://www.ctncamau.com.vn,3.7,0.013,-0.283,0.163,15.5,15.5,CT,CMW,,,,
203,UPCOM,Khoáng Sản Luyện Kim Cao Bằng,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2013,173,1081.0,0.0,http://cmamc.com.vn/,4.3,0.047,-0.144,-0.035,8.0,8.0,CT,KCB,,,,
204,UPCOM,Mía đường Cao Bằng,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006,368,355.0,0.0,http://www.miaduongcaobang.vn,3.8,0.044,0.056,0.067,3.5,3.5,CT,CBS,,,,
205,HOSE,CIDICO,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2002,93,411.0,0.024,http://www.cidico.com.vn,3.6,0.054,0.126,0.166,17.5,17.7,CT,CCI,,,,
206,HOSE,Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,336.0,8633,Bất động sản,Real Estate,2007,73,5598.0,0.009,http://www.pvcl.com.vn,4.2,-0.051,-0.03,-0.319,53.2,53.2,CT,CCL,,,,
207,HNX,Container Miền Trung,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2002,117,158.0,0.011,http://www.viconshipdanang.com,4.6,0.112,0.157,0.241,3.4,3.4,CT,VSM,,,,
208,UPCOM,Xi măng Cần Thơ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004,378,0.0,0.001,http://www.ximangcantho.vn,3.9,0.013,0.04,0.553,6.2,6.2,CT,CCM,,,,
209,HNX,Cảng Cam Ranh,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,230,462.0,0.001,https://camranhport.vn/,3.7,-0.004,-0.025,-0.185,24.5,24.5,CT,CCR,,,,
210,HOSE,Chương Dương Corp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,215,963.0,0.01,https://chuongduongcorp.vn,3.4,0.016,0.048,0.466,22.0,22.0,CT,CDC,,,,
211,UPCOM,CTCC và DV Du lịch Hải Phòng,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,245,267.0,0.0,http://www.ctcc.com.vn,3.8,0.013,0.064,0.302,2.0,2.0,CT,CDH,,,,
212,UPCOM,VLXD Cầu Đuống,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,584,215.0,0.0,http://www.cauduong.com.vn,4.3,0.013,0.064,0.677,3.5,3.5,CT,CDG,,,,
213,UPCOM,Tư vấn Thiết kế và PT Đô thị,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,21,1873.0,0.003,http://www.cddc.vn,3.8,0.013,-0.09,-0.529,31.5,31.5,CT,CDO,,,,
214,UPCOM,CENCON Việt Nam,250.0,5373,Bán lẻ,Retail,2015,19,443.0,0.0,http://www.cencon.vn,3.7,-0.041,-0.103,-0.441,21.7,21.7,CT,CEN,,,,
215,HOSE,Bất động sản Thế Kỷ,336.0,8633,Bất động sản,Real Estate,2001,1533,397.0,0.011,http://www.cenland.vn,3.6,-0.05,-0.204,-0.404,463.7,463.7,CT,CRE,,,,
216,HOSE,Sợi Thế Kỷ,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2012,998,1048.0,0.147,http://www.theky.vn,4.0,-0.042,-0.09,-0.133,81.8,84.4,CT,STK,,,,
217,HNX,Tập đoàn CEO,336.0,8633,Bất động sản,Real Estate,2007,1883,26434.0,0.027,http://www.ceogroup.com.vn,3.4,-0.038,-0.107,-0.388,257.3,257.3,CT,CEO,,,,
218,UPCOM,Dược TW3,238.0,4577,Y tế,Health Care,2010,156,143.0,0.0,http://www.duoctw3.com,3.4,0.013,0.064,-0.012,1.7,1.8,CT,TW3,,,,
219,UPCOM,Đầu tư CFM,196.0,2793,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2017,,224.0,0.0,http://www.cfminvestment.com,3.2,0.013,0.064,0.369,2.0,2.0,CT,CFM,,,,
220,UPCOM,Xây dựng số 5 Hà Nội,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,79,175.0,0.0,http://www.ch5.vn,3.7,0.013,0.064,-0.465,3.7,3.7,CT,CH5,,,,
221,UPCOM,Nội thất Cẩm Hà,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2004,691,767.0,0.0,http://www.camhafurniture.com,3.5,0.013,0.064,1.235,6.7,6.7,CT,CHC,,,,
222,UPCOM,XNK và Đầu tư Chợ Lớn (CHOLIMEX),218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2010,207,399.0,0.051,http://www.cholimex.com.vn,4.1,-0.002,-0.016,-0.217,86.6,86.6,CT,CLX,,,,
223,HOSE,Thủy điện Miền Trung,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2004,135,3896.0,0.038,http://www.chp.vn,4.0,0.007,0.059,0.519,146.9,146.9,CT,CHP,,,,
224,UPCOM,Đầu tư Xây dựng số 5,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2011,134,133.0,0.0,http://www.cic5.com.vn,3.2,0.013,0.119,0.252,2.7,2.7,CT,CI5,,,,
225,UPCOM,Xây dựng và Phát triển Cơ sở Hạ tầng,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,10,0.0,0.004,http://www.cinde.com.vn,3.9,0.013,0.064,0.01,0.9,1.1,CT,CID,,,,
226,UPCOM,Thiết bị Công nghiệp CIE1,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2008,194,147.0,0.0,http://www.cie1.com.vn,3.3,0.013,0.064,0.361,6.0,6.0,CT,CE1,,,,
227,UPCOM,XD và Thiết bị Công nghiệp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1999,24,131.0,0.0,http://www.cie.com.vn,3.2,-0.102,-0.016,-0.418,3.8,3.8,CT,CEG,,,,
228,UPCOM,Tập Đoàn Cienco4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2015,864,1276.0,0.001,http://www.cienco4.vn,3.3,-0.055,-0.042,-0.151,224.7,224.7,CT,C4G,,,,
229,UPCOM,Cầu 12,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,508,414.0,0.0,http://www.congtycpcau12.vn,3.2,0.013,0.064,0.171,4.9,4.9,CT,C12,,,,
230,HOSE,Xây dựng COMA 18,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2005,59,308.0,0.001,http://www.coma18.vn,3.2,-0.001,-0.06,-0.432,31.5,31.5,CT,CIG,,,,
231,HOSE,Hạ tầng Kỹ thuật TP.HCM,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2001,118,39257.0,0.086,http://www.cii.com.vn,3.4,0.006,-0.063,-0.282,252.2,284.0,CT,CII,,,,
232,HOSE,Xây dựng Kiên Giang,339.0,8637,Bất động sản,Real Estate,2013,270,10601.0,0.0,http://www.cickg.com,3.7,0.033,0.027,0.1,95.3,95.3,CT,CKG,,,,
233,UPCOM,XL và SX công nghiệp,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,63,617.0,0.0,http://www.cipc.com.vn,3.4,-0.112,0.169,-0.407,4.5,4.5,CT,CIP,,,,
234,UPCOM,Gang thép Cao Bằng,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2006,832,284.0,0.0,https://gtcb.com.vn/,3.4,0.165,0.364,-0.334,43.0,43.0,CT,CBI,,,,
235,HNX,Cơ điện Miền Trung,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,248,110.0,0.005,http://www.cemc.com.vn,3.0,0.013,0.064,1.574,4.0,4.0,CT,CJC,,,,
236,UPCOM,Cơ khí 120,336.0,8633,Bất động sản,Real Estate,2008,,222.0,0.0,http://www.cokhi120.net,3.2,0.013,0.064,,3.0,3.0,CT,CK8,,,,
237,UPCOM,Đông Anh Licogi,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,681,674.0,0.0,http://www.ckda.vn,3.6,-0.073,0.235,0.24,31.0,31.0,CT,CKD,,,,
238,UPCOM,Cơ khí Mạo Khê - Vinacomin,189.0,2757,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,320,238.0,0.0,http://www.cokhimaokhe.com.vn,3.3,0.013,0.064,0.699,1.4,1.4,CT,CMK,,,,
239,HNX,CokyVina,314.0,9578,Công nghệ Thông tin,Technology,2005,2218,372.0,0.002,http://www.cokyvina.com.vn,3.8,0.013,-0.097,0.076,4.0,4.1,CT,CKV,,,,
240,HOSE,Thuốc lá Cát Lợi,229.0,3785,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,313,1000.0,0.024,http://www.catloi.com.vn,4.0,0.019,0.11,0.334,26.2,26.2,CT,CLC,,,,
241,HOSE,Clever Group,255.0,5555,Truyền thông,Media,2008,261,761.0,0.457,https://clevergroup.vn,3.9,-0.052,-0.065,-0.16,21.4,21.4,CT,ADG,,,,
242,UPCOM,Cotec Land,336.0,8633,Bất động sản,Real Estate,2004,142,0.0,0.004,http://www.cotecland.com.vn,3.7,0.013,-0.118,-0.365,21.2,21.2,CT,CLG,,,,
243,HOSE,Cảng Cát Lái,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,97,775.0,0.075,http://catlaiport.com.vn,4.0,-0.006,0.073,0.237,34.0,34.0,CT,CLL,,,,
244,UPCOM,Thực phẩm Cholimex,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2006,1534,133.0,0.243,http://www.cholimexfood.com.vn,4.0,0.013,-0.008,0.772,8.1,8.1,CT,CMF,,,,
